customer_id,gender,age,married,number_of_dependents,number_of_referrals,tenure_in_months,offer,phone_service,avg_monthly_long_distance_charges,multiple_lines,internet_type,avg_monthly_gb_download,online_security,online_backup,device_protection_plan,premium_tech_support,streaming_tv,unlimited_data,contract,paperless_billing,payment_method,monthly_charge,total_refunds,total_extra_data_charges,churn_value,cltv,streaming,log_total_long_distance_charges,log_total_revenue
1492-KGETH,Male,25,1,1,2,70,Offer A,1,35.9,1,Cable,59,1,1,1,1,0,1,One Year,0,Bank Withdrawal,78.35,0.0,0,0,4422,1,7.829630389150193,8.982177997411666
1492-QGCLU,Male,51,1,2,5,53,no_offer,1,26.84,1,Cable,12,1,0,1,1,1,1,Month-to-Month,0,Bank Withdrawal,85.7,0.0,0,0,5957,1,7.2608879564964575,8.706096375042414
1493-AMTIE,Male,28,0,0,0,1,Offer E,1,10.98,0,no_internet,0,0,0,0,0,0,0,Month-to-Month,1,Bank Withdrawal,20.2,0.0,0,1,5394,0,2.4832385926873033,3.471345141564237
1494-EJZDW,Female,51,1,3,1,10,no_offer,1,18.62,0,no_internet,0,0,0,0,0,0,0,Two Year,0,Credit Card,20.15,0.0,0,0,2836,0,5.232177564043492,6.0112671744041615
1496-GGSUK,Female,68,0,0,0,1,no_offer,0,0.0,0,Cable,9,0,0,0,0,0,1,Month-to-Month,1,Mailed Check,25.7,0.0,0,1,4095,0,0.0,3.2846635654062037
1498-DQNRX,Female,46,1,0,0,29,no_offer,1,5.69,0,no_internet,0,0,0,0,0,0,0,Month-to-Month,0,Mailed Check,19.85,0.0,0,0,2712,0,5.112048027505985,6.605379108450784
1498-NHTLT,Male,21,1,3,4,59,Offer B,1,42.37,0,Cable,73,1,1,1,1,1,0,Two Year,1,Bank Withdrawal,86.75,0.0,150,0,5020,1,7.824377955756487,8.96658969484362
1501-SGHBW,Male,34,0,0,0,2,no_offer,1,19.52,0,Cable,16,0,0,0,0,0,1,Month-to-Month,0,Credit Card,45.85,0.0,0,1,3843,0,3.68987895444702,4.7961210694801
1502-XFCVR,Female,57,0,0,0,58,Offer B,1,14.99,0,Fiber Optic,12,1,1,1,0,1,1,One Year,1,Bank Withdrawal,106.45,0.0,0,1,5902,1,6.768975853778866,8.855987016777911
1506-YJTYT,Male,21,1,1,9,45,Offer B,1,25.69,1,DSL,26,1,1,0,1,1,1,Two Year,0,Credit Card,73.85,0.0,0,0,5264,0,7.053628941471681,8.41804666222488
1508-DFXCU,Male,32,0,0,0,12,no_offer,1,11.04,0,Fiber Optic,16,0,0,0,0,1,1,Month-to-Month,1,Bank Withdrawal,81.45,0.0,0,0,2916,0,4.893951653883173,6.952231389082654
1513-XNPPH,Female,36,0,0,0,12,Offer D,1,17.46,0,Fiber Optic,9,0,0,1,1,0,1,Month-to-Month,1,Bank Withdrawal,89.4,0.0,0,1,5047,1,5.349580660485579,7.174854469818491
1518-OMDIK,Male,23,1,0,6,33,Offer C,1,48.49,0,DSL,51,0,0,0,0,0,1,Month-to-Month,1,Credit Card,44.55,0.0,0,0,2422,0,7.378489890994859,8.027401462768792
1518-VOWAV,Female,31,0,0,0,9,Offer E,1,36.43,0,DSL,16,1,1,0,0,1,1,Month-to-Month,1,Bank Withdrawal,74.65,0.0,0,1,5900,1,5.795662535900149,6.939660839993121
1522-VVDMG,Male,25,1,0,1,7,no_offer,1,19.23,0,Fiber Optic,52,0,1,0,1,1,1,Month-to-Month,1,Bank Withdrawal,89.75,26.02,0,1,3807,0,4.909783119099854,6.577012597069282
1525-LNLOJ,Male,34,1,0,5,66,no_offer,1,32.04,1,DSL,19,0,0,1,0,1,1,Two Year,1,Bank Withdrawal,63.3,40.62,0,0,4186,0,7.657112646178902,8.742689173593988
1527-SXDPN,Male,63,1,0,1,52,no_offer,1,46.59,1,Fiber Optic,26,0,0,1,1,0,0,Two Year,1,Bank Withdrawal,96.25,0.0,120,1,4751,1,7.793042325273375,8.927172096995657
1530-ZTDOZ,Female,57,1,0,6,49,no_offer,0,0.0,0,Cable,11,1,0,0,0,1,1,Month-to-Month,0,Bank Withdrawal,40.65,0.0,0,0,5565,0,0.0,7.636148939729152
1534-OULXE,Female,34,1,2,2,61,Offer B,1,42.85,0,DSL,11,1,0,0,0,0,1,One Year,1,Bank Withdrawal,49.7,0.0,0,0,4577,0,7.868962013477123,8.626271786442475
1535-VTJOQ,Female,19,0,0,0,24,no_offer,1,26.64,1,no_internet,0,0,0,0,0,0,0,Two Year,0,Credit Card,25.15,0.0,0,0,3904,0,6.462030518209894,7.084528136845675
1536-HBSWP,Female,33,0,0,0,1,no_offer,1,14.93,0,DSL,4,0,0,0,1,0,1,Month-to-Month,1,Bank Withdrawal,49.9,0.0,0,0,4667,0,2.768204123921957,4.187075661479786
1536-YHDOE,Male,58,1,3,10,17,no_offer,1,32.27,1,Cable,28,1,0,0,1,0,1,One Year,1,Credit Card,62.1,0.0,0,0,3937,0,6.309172545691662,7.4062491786275
1539-LNKHM,Female,53,0,0,0,12,Offer D,1,23.2,0,no_internet,0,0,0,0,0,0,0,Month-to-Month,0,Credit Card,20.4,0.0,0,0,4497,0,5.632644446822861,6.302618975744905
1541-ETJZO,Male,58,0,0,0,1,Offer E,1,47.83,1,DSL,12,0,0,1,1,0,0,Month-to-Month,0,Mailed Check,62.05,0.0,10,1,2937,0,3.888344878073569,4.794798317964484
1543-LLLFT,Male,77,1,0,2,61,no_offer,1,2.19,1,Fiber Optic,8,0,1,1,1,1,1,One Year,1,Credit Card,98.3,0.0,0,0,5413,0,4.902233120245624,8.73248842509873
1544-JJMYL,Male,19,0,0,0,27,no_offer,1,36.39,0,DSL,26,1,0,1,1,1,1,One Year,0,Credit Card,69.35,0.0,0,0,2450,0,6.891148140668422,7.976193542864784
1545-ACTAS,Female,53,1,2,2,48,Offer B,1,36.18,0,Fiber Optic,29,1,0,1,0,1,1,One Year,1,Bank Withdrawal,99.7,0.0,0,0,5921,1,7.460283149732481,8.812075281421045
1545-JFUML,Male,50,1,0,5,71,no_offer,1,44.06,1,Fiber Optic,6,1,1,1,0,1,0,Two Year,1,Bank Withdrawal,99.0,0.0,40,0,5295,0,8.048551833856937,9.226593570240508
1548-ARAGG,Female,28,1,3,9,4,no_offer,1,35.2,1,DSL,52,0,1,0,1,0,1,Month-to-Month,1,Credit Card,58.5,0.0,0,0,5605,0,4.954417614098027,5.904407714539809
1548-FEHVL,Male,40,1,0,6,61,no_offer,1,27.66,1,Fiber Optic,29,1,1,0,0,1,1,Month-to-Month,1,Bank Withdrawal,106.2,0.0,0,0,6298,1,7.43145369173076,8.995098023783228
1550-EENBN,Female,23,0,0,0,31,no_offer,1,45.71,1,Fiber Optic,58,1,1,0,0,1,1,Month-to-Month,0,Bank Withdrawal,104.35,0.0,0,0,5320,1,7.257009759253384,8.438931064234627
1550-LOAHA,Female,53,1,0,1,32,no_offer,1,37.48,0,Fiber Optic,13,0,1,0,0,0,1,Month-to-Month,0,Bank Withdrawal,84.15,0.0,0,1,4017,1,7.09037679078509,8.239147209030017
1552-AAGRX,Female,22,0,0,0,30,no_offer,1,42.49,1,Fiber Optic,73,1,0,0,1,1,0,Month-to-Month,0,Bank Withdrawal,106.4,0.0,60,0,5503,1,7.151250326544244,8.422354900254952
1552-CZCLL,Female,31,1,1,4,55,Offer B,1,31.3,0,no_internet,0,0,0,0,0,0,0,Month-to-Month,0,Credit Card,20.0,0.0,0,0,4277,0,7.451532002887814,7.940850790398376
1552-TKMXS,Female,37,1,0,0,42,Offer B,1,5.95,0,no_internet,0,0,0,0,0,0,0,Month-to-Month,0,Credit Card,20.35,0.0,0,0,2127,0,5.525054453372377,7.021797995022797
1555-DJEQW,Female,21,1,0,1,70,Offer A,1,16.78,1,Fiber Optic,48,1,1,1,1,1,1,Two Year,1,Bank Withdrawal,114.2,48.54,0,1,5947,1,7.069533934544762,9.088281206695305
1555-HAPSU,Female,25,1,2,1,71,Offer A,1,29.41,1,no_internet,0,0,0,0,0,0,0,Two Year,0,Credit Card,23.9,0.0,0,0,5471,0,7.644493416943822,8.230206876868783
1557-EMYVT,Female,25,0,0,0,43,Offer B,1,24.85,1,Fiber Optic,26,1,1,1,1,1,1,Two Year,0,Credit Card,115.05,10.76,0,0,4115,1,6.974993278247815,8.69180006643025
1559-DTODC,Male,37,0,0,0,19,Offer D,0,0.0,0,DSL,6,0,0,0,0,0,1,Month-to-Month,1,Bank Withdrawal,25.15,0.0,0,0,3784,0,0.0,6.1513487587830005
1561-BWHIN,Male,33,1,1,1,19,Offer D,1,13.13,0,no_internet,0,0,0,0,0,0,0,One Year,0,Credit Card,19.8,0.0,0,0,4464,0,5.523339152874019,6.388510984106423
1563-IWQEX,Female,43,0,0,0,12,no_offer,1,18.71,0,no_internet,0,0,0,0,0,0,0,Month-to-Month,0,Credit Card,19.7,0.0,0,0,5715,0,5.418408846805857,6.100027429710937
1564-HJUVY,Male,53,0,0,0,4,no_offer,1,3.03,0,DSL,11,0,1,0,1,1,1,Month-to-Month,1,Bank Withdrawal,63.75,0.0,0,0,2624,0,2.574137783515943,5.477801568521831
1564-NTYXF,Female,79,0,0,0,13,no_offer,1,4.45,1,Fiber Optic,25,0,0,0,0,0,1,Month-to-Month,1,Bank Withdrawal,82.0,0.0,0,1,3363,0,4.074991833706286,7.078383737185046
1565-RHDJD,Female,21,0,0,0,4,no_offer,1,41.72,1,Fiber Optic,69,0,1,1,0,0,1,Month-to-Month,0,Bank Withdrawal,84.05,0.0,0,1,5552,0,5.12324943846539,6.2174640164033885
1567-DSCIC,Male,59,0,0,0,8,no_offer,1,23.89,1,Fiber Optic,14,0,1,1,0,1,1,Month-to-Month,1,Bank Withdrawal,94.0,0.0,0,1,2632,0,5.2581201767966235,6.8729257106252515
1568-BEKZM,Male,65,1,0,7,70,no_offer,1,12.07,1,DSL,17,1,1,1,1,1,1,Two Year,0,Credit Card,90.05,0.0,0,0,4666,1,6.740401149309969,8.878957164253302
1568-LJSZU,Male,39,1,0,4,68,Offer A,1,38.38,1,DSL,20,1,1,1,1,1,1,Two Year,1,Credit Card,92.2,0.0,0,0,4451,1,7.867427287618112,9.105389772291323
1569-TTNYJ,Male,55,1,0,1,5,no_offer,1,1.16,1,Fiber Optic,7,0,1,0,0,0,0,Month-to-Month,1,Bank Withdrawal,78.75,0.0,10,1,3401,0,1.916922612182061,6.061223791522835
1571-SAVHK,Male,20,0,0,0,12,no_offer,1,28.16,1,Fiber Optic,42,0,0,0,1,1,0,Month-to-Month,1,Credit Card,99.95,0.0,120,1,5598,1,5.825764091330264,7.372539058485366
1573-LGXBA,Male,26,1,3,1,57,no_offer,1,4.18,0,Fiber Optic,73,0,1,1,0,1,1,One Year,1,Credit Card,97.55,0.0,0,0,5833,1,5.477550826742758,8.672016787641606
1574-DYCWE,Female,60,1,1,10,51,Offer B,1,14.54,0,no_internet,0,0,0,0,0,0,0,Two Year,0,Credit Card,19.95,0.0,0,0,4057,0,6.61007674127968,7.479463373671566
1575-KRZZE,Female,64,0,0,0,4,Offer E,1,7.49,0,Cable,17,1,1,0,0,0,1,Month-to-Month,0,Bank Withdrawal,55.2,0.0,0,0,4042,0,3.4326960487215263,5.52788026966443
1576-PFZIW,Male,70,1,0,2,70,Offer A,1,14.48,0,Fiber Optic,7,1,1,1,0,1,1,Two Year,0,Credit Card,105.35,0.0,0,0,5866,1,6.922249725132589,9.05093423975297
1577-HKTFG,Female,42,1,0,1,30,no_offer,1,15.36,0,no_internet,0,0,0,0,0,0,0,Month-to-Month,0,Bank Withdrawal,19.65,0.0,0,1,2486,0,6.135131896920395,7.018983545667846
1579-KLYDT,Male,31,0,0,0,7,Offer E,1,35.91,1,Fiber Optic,27,0,0,1,0,1,1,Month-to-Month,1,Bank Withdrawal,90.45,0.0,0,1,5356,0,5.530896264648732,6.740306571010889
1580-BMCMR,Male,66,0,0,0,19,no_offer,1,29.8,0,Fiber Optic,16,1,0,0,0,0,1,Month-to-Month,1,Bank Withdrawal,87.3,0.0,0,0,4447,1,6.340711975217918,7.698256004797992
1582-RAFML,Male,26,0,0,0,1,Offer E,1,23.63,1,Cable,85,0,1,0,1,0,1,Month-to-Month,0,Mailed Check,60.1,0.0,0,1,5654,0,3.2039652121324464,4.439469730210373
1583-IHQZE,Male,60,0,0,0,12,no_offer,1,16.45,1,Cable,23,0,1,1,1,1,1,Month-to-Month,1,Mailed Check,112.95,0.0,0,1,3965,1,5.290285194850773,7.367171812182774
1585-MQSSU,Male,36,0,0,0,17,Offer D,1,46.6,0,Cable,2,0,0,0,1,0,1,Month-to-Month,0,Mailed Check,51.5,35.34,0,1,5659,0,6.676075396645641,7.4135844411973055
1587-FKLZB,Male,79,1,0,1,66,Offer A,1,28.86,1,Fiber Optic,25,0,0,1,0,1,1,Month-to-Month,1,Credit Card,99.5,0.0,0,1,4479,0,7.552636158132591,9.074281215819045
1589-AGTLK,Male,26,0,0,0,3,no_offer,1,36.48,0,DSL,59,0,0,0,0,0,1,Month-to-Month,1,Bank Withdrawal,45.35,0.0,0,1,2450,0,4.704472387061954,5.529190963924157
1591-MQJTP,Male,76,1,0,7,51,Offer B,1,2.21,1,Fiber Optic,10,1,0,1,0,0,1,One Year,1,Bank Withdrawal,93.65,0.0,0,0,4163,0,4.7336513476366315,8.507720466491199
1591-NFNLQ,Male,38,0,0,0,51,no_offer,1,5.62,1,Fiber Optic,16,0,0,1,0,0,1,Month-to-Month,0,Credit Card,80.0,0.0,0,1,4769,0,5.661640164458234,8.418470595938594
1591-XWLGB,Female,44,1,0,10,71,no_offer,1,18.41,0,no_internet,0,0,0,0,0,0,0,Two Year,0,Credit Card,19.85,0.0,0,0,4121,0,7.176338626340445,7.896444808918067
1596-BBVTG,Male,53,0,0,0,35,Offer C,1,25.04,1,Fiber Optic,21,0,0,0,0,0,1,Month-to-Month,0,Credit Card,75.35,0.0,0,1,2785,0,6.776962988732113,8.164353739707028
1596-OQSPS,Female,64,0,0,0,11,no_offer,1,2.95,0,DSL,21,0,1,0,0,0,1,Month-to-Month,0,Bank Withdrawal,51.1,0.0,0,0,4467,0,3.5100517865742376,6.336117515819389
1597-FZREH,Female,39,0,0,0,2,Offer E,1,41.64,0,DSL,25,0,0,1,1,1,1,Month-to-Month,0,Bank Withdrawal,76.4,0.0,0,1,3005,1,4.434144588935989,5.501584687857454
1597-LHYNC,Female,74,0,0,0,26,no_offer,1,47.63,1,Fiber Optic,26,1,1,0,0,0,0,Month-to-Month,1,Bank Withdrawal,95.0,0.0,60,1,4232,0,7.1223665335574005,8.241855940471313
1599-EAHXY,Male,37,1,2,1,60,no_offer,1,28.45,1,no_internet,0,0,0,0,0,0,0,One Year,0,Credit Card,23.95,0.0,0,0,5449,0,7.443078374348516,8.07539599406067
1599-MMYRQ,Male,27,1,3,1,62,no_offer,1,39.67,0,Fiber Optic,41,1,1,0,0,0,1,One Year,1,Credit Card,81.45,14.15,0,0,5179,0,7.808136117032253,8.913205764750204
1600-DILPE,Female,47,0,0,0,12,no_offer,1,36.11,0,DSL,13,0,0,0,0,0,1,Month-to-Month,1,Bank Withdrawal,45.0,0.0,0,0,4998,0,6.073781589597195,6.865546907218243
1602-IJQQE,Female,42,0,0,0,4,Offer E,1,29.11,1,Fiber Optic,9,0,0,0,0,0,1,Month-to-Month,0,Bank Withdrawal,75.35,0.0,0,1,2220,0,4.765927564866206,6.121483528431717
1608-GMEWB,Male,76,0,0,0,45,Offer B,1,15.65,1,Fiber Optic,18,0,0,0,0,1,1,Two Year,1,Bank Withdrawal,93.9,0.0,0,0,3960,0,6.558552349882105,8.498112303603445
1612-EOHDH,Female,29,0,0,0,1,Offer E,1,30.92,0,DSL,69,0,0,0,0,0,1,Month-to-Month,0,Bank Withdrawal,45.15,0.0,0,1,5828,0,3.463232772581608,4.344714099789901
1614-JBEBI,Female,59,0,0,0,8,Offer E,1,26.47,0,no_internet,0,0,0,0,0,0,0,Month-to-Month,1,Mailed Check,20.7,0.0,0,0,3330,0,5.360164769874117,5.858961197294888
1618-CFHME,Female,30,0,0,0,2,no_offer,1,26.87,1,Fiber Optic,52,0,0,0,0,0,1,Month-to-Month,1,Bank Withdrawal,75.9,0.0,0,1,2101,0,4.002594703612533,5.28872147287459
1619-YWUBB,Female,38,1,0,2,68,Offer A,1,26.64,1,no_internet,0,0,0,0,0,0,0,Two Year,1,Credit Card,24.95,0.0,0,0,6146,0,7.502473421150709,8.139563070536793
1621-YNCJH,Female,54,1,0,4,36,no_offer,1,19.24,1,Fiber Optic,18,1,1,1,1,0,0,Two Year,1,Credit Card,106.05,0.0,50,0,4505,1,6.541953093930348,8.429026237914272
1622-HSHSF,Female,44,0,0,0,1,no_offer,1,10.2,0,no_internet,0,0,0,0,0,0,0,Month-to-Month,1,Credit Card,19.55,0.0,0,0,5607,0,2.4159137783010487,3.4258899942525267
1623-NLDOT,Female,55,1,0,1,42,Offer B,0,0.0,0,Cable,5,0,1,0,1,0,0,One Year,0,Mailed Check,33.55,0.0,50,1,2044,0,0.0,7.310750673189374
1624-NALOJ,Male,75,0,0,0,5,no_offer,1,36.36,1,Fiber Optic,12,0,1,0,0,0,1,Month-to-Month,1,Bank Withdrawal,89.8,0.0,0,1,2960,0,5.20839265902005,6.530002609440508
1624-WOIWJ,Female,40,0,0,0,10,no_offer,1,45.69,0,Fiber Optic,18,1,0,0,0,1,1,Month-to-Month,1,Mailed Check,84.7,12.81,0,1,5686,0,6.12665081966305,7.152378481973279
1625-JAIIY,Female,42,1,0,1,68,no_offer,1,44.24,1,Fiber Optic,5,0,0,0,0,1,1,One Year,1,Bank Withdrawal,83.0,0.0,0,1,4714,0,8.009469418599332,9.070517227728228
1626-ERCMM,Male,75,1,0,7,20,no_offer,1,5.31,1,Fiber Optic,10,0,0,0,0,1,1,Month-to-Month,1,Bank Withdrawal,94.55,0.0,0,1,5604,1,4.674696248636701,7.604321607587738
1627-AFWVJ,Female,30,0,0,0,29,no_offer,1,15.06,0,no_internet,0,0,0,0,0,0,0,Two Year,0,Credit Card,19.4,0.0,0,0,2265,0,6.081625126815939,6.899713026588901
1628-BIZYP,Male,60,0,0,0,1,no_offer,1,15.2,0,Fiber Optic,2,0,1,0,0,0,1,Month-to-Month,1,Bank Withdrawal,85.0,0.0,0,0,5754,1,2.785011242238338,4.617098756853365
1629-DQQVB,Female,19,0,0,0,14,no_offer,1,36.22,0,Cable,59,1,0,0,0,0,1,Month-to-Month,0,Bank Withdrawal,50.1,0.0,0,0,2331,0,6.230638915494719,7.104620561216932
1635-FJFCC,Female,46,0,0,0,5,no_offer,1,10.99,0,DSL,29,0,0,0,0,0,1,Month-to-Month,1,Credit Card,44.05,0.0,0,0,5846,0,4.024458434757935,5.553347106724568
1635-HDGFT,Female,29,0,1,0,19,Offer D,1,35.45,0,no_internet,0,0,0,0,0,0,0,Two Year,0,Credit Card,20.5,24.07,0,0,4855,0,6.514045801884826,6.955621206652759
1635-NZATJ,Male,80,1,0,3,71,Offer A,1,37.25,1,no_internet,0,0,0,0,0,0,0,Two Year,0,Credit Card,25.45,0.0,0,0,5341,0,7.880709857973834,8.397373082333928
1636-NTNCO,Male,72,0,0,0,4,no_offer,0,0.0,0,DSL,10,0,1,0,0,1,1,Two Year,1,Credit Card,50.95,0.0,0,0,2104,0,0.0,5.339219357868463
1640-PLFMP,Female,20,0,0,0,1,no_offer,1,10.05,0,Fiber Optic,51,0,0,0,0,0,0,Month-to-Month,1,Bank Withdrawal,70.25,0.0,10,0,4063,0,2.402430427963762,4.514150787600923
1641-BYBTK,Male,38,0,2,0,6,no_offer,1,16.91,0,no_internet,0,0,0,0,0,0,0,Month-to-Month,1,Credit Card,20.2,0.0,0,0,3478,0,4.629472478511056,5.3023591873743685
1641-RQDAY,Female,77,1,2,1,32,Offer C,1,49.21,1,Fiber Optic,19,0,1,0,0,1,1,One Year,1,Bank Withdrawal,100.4,0.0,0,0,4848,0,7.362467589658914,8.474988992090884
1642-HMARX,Female,45,1,0,10,68,Offer A,1,15.65,1,DSL,5,1,1,1,1,1,1,Two Year,1,Bank Withdrawal,91.7,0.0,0,0,4113,1,6.970917853939778,8.921310725287292
1644-IRKSF,Female,48,1,0,5,33,no_offer,1,20.02,0,Fiber Optic,27,0,0,1,0,1,1,One Year,1,Bank Withdrawal,93.8,0.0,0,1,5080,1,6.494751828835671,8.239107591837735
1656-DRSMG,Female,40,0,0,0,63,Offer B,1,19.01,1,Fiber Optic,20,0,1,1,1,1,1,Month-to-Month,1,Credit Card,109.85,0.0,0,0,5775,1,7.088934516911594,9.012082097618203
1657-DYMBM,Male,35,1,0,8,53,Offer B,1,34.46,0,no_internet,0,0,0,0,0,0,0,Two Year,0,Credit Card,19.9,0.0,0,0,4157,0,7.5106385259933015,7.985290328381247
1658-BYGOY,Male,71,0,3,0,18,Offer D,1,11.33,1,Fiber Optic,52,0,0,0,0,1,1,Month-to-Month,1,Bank Withdrawal,95.45,45.61,0,1,3179,1,5.322717253371572,7.5558423301354845
1658-TJVOA,Female,65,0,0,0,6,no_offer,1,12.67,0,Fiber Optic,20,1,0,0,0,0,1,Two Year,1,Bank Withdrawal,74.1,0.0,0,0,4716,0,4.344065128386763,6.268944757075166
1658-XUHBX,Female,75,1,1,3,59,no_offer,1,16.15,1,Fiber Optic,26,0,0,1,0,0,1,Month-to-Month,1,Credit Card,88.75,0.0,0,0,6492,0,6.8605064263815265,8.748701659062075
1660-HSOOQ,Male,60,0,0,0,1,no_offer,1,4.18,0,DSL,8,0,0,1,0,0,0,Month-to-Month,1,Credit Card,49.65,0.0,40,1,5338,0,1.6448050562713916,4.552085814895636
1661-CZBAU,Male,50,0,0,0,48,Offer B,1,44.76,1,DSL,18,1,0,0,1,0,1,One Year,1,Bank Withdrawal,70.95,0.0,0,0,2667,1,7.672981231403633,8.661930561882755
1663-MHLHE,Male,33,0,0,0,1,no_offer,1,35.88,0,no_internet,0,0,0,0,0,0,0,Month-to-Month,0,Credit Card,19.2,0.0,0,0,4629,0,3.607669398688393,4.0267792427263345
1666-JXLKU,Female,64,0,0,0,37,Offer C,1,17.46,1,Fiber Optic,22,0,0,1,0,1,1,Month-to-Month,1,Bank Withdrawal,100.05,0.0,0,0,2904,1,6.47237720592422,8.402359053483874
1666-JZPZT,Male,61,0,0,0,27,no_offer,1,2.69,1,Cable,15,0,0,0,0,0,1,Month-to-Month,0,Mailed Check,49.0,0.0,0,0,5428,0,4.299052551380625,7.218895055497066
1670-SVOWZ,Female,57,1,0,1,14,Offer D,1,7.62,0,Fiber Optic,3,0,1,0,1,0,0,Month-to-Month,1,Credit Card,89.65,0.0,120,1,2504,1,4.679163865896418,7.26963764075485
1676-MQAOA,Male,32,0,0,0,72,Offer A,1,15.03,0,Cable,22,1,1,1,1,1,1,Two Year,1,Bank Withdrawal,75.1,0.0,0,0,6284,0,6.987637973854308,8.767097069783643
1678-FYZOW,Female,28,0,0,0,3,Offer E,1,46.6,0,Fiber Optic,76,0,0,0,0,1,1,Month-to-Month,1,Bank Withdrawal,79.4,0.0,0,1,2448,0,4.9473404437239425,5.954411482905272
1679-JRFBR,Female,27,1,0,4,70,Offer A,1,5.77,1,Fiber Optic,48,1,1,1,0,1,1,One Year,1,Credit Card,108.15,0.0,0,0,5192,1,6.003640123038116,9.02827278292969
1680-VDCWW,Male,45,1,0,10,12,Offer D,1,11.04,0,no_internet,0,0,0,0,0,0,0,One Year,0,Bank Withdrawal,19.8,0.0,0,0,5279,0,4.893951653883173,5.816307265498046
1682-VCOIO,Male,56,0,0,0,23,Offer D,1,46.17,0,no_internet,0,0,0,0,0,0,0,One Year,0,Credit Card,20.45,0.0,0,0,3434,0,6.968765708718066,7.342138207247686
1684-FLBGS,Female,60,1,1,6,23,no_offer,1,27.49,1,Cable,21,0,1,0,1,1,1,Month-to-Month,1,Credit Card,69.5,16.89,0,0,2159,0,6.450896871486089,7.726865282666653
1685-BQULA,Female,54,0,0,0,40,Offer B,1,2.83,1,Fiber Optic,22,0,1,1,0,1,1,Month-to-Month,1,Bank Withdrawal,93.4,4.18,0,0,3819,0,4.73795129722191,8.260084293288031
1685-VAYJF,Male,44,0,0,0,11,Offer D,1,40.59,0,DSL,22,0,0,0,0,0,0,Month-to-Month,0,Credit Card,45.2,0.0,150,0,5253,0,6.103654191096511,6.993464975820293
1686-STUHN,Male,55,0,0,0,42,no_offer,1,38.74,0,no_internet,0,0,0,0,0,0,0,One Year,0,Bank Withdrawal,19.8,0.0,0,0,3575,0,7.395156685404293,7.8151989911314965
1689-MRZQR,Male,36,1,0,1,34,no_offer,1,13.45,0,Fiber Optic,12,0,0,0,0,1,1,Month-to-Month,0,Bank Withdrawal,78.3,0.0,0,1,2777,0,6.127523991515078,8.01387266713602
1689-YQBYY,Female,43,0,1,0,12,Offer D,1,26.13,1,Fiber Optic,23,0,0,0,0,0,1,Month-to-Month,1,Bank Withdrawal,76.6,0.0,0,0,3280,0,5.751174836958802,7.096357073733242
1696-HXOWK,Female,53,1,0,6,71,Offer A,1,5.22,1,Fiber Optic,10,1,1,0,0,1,1,One Year,0,Credit Card,95.65,0.0,0,0,5856,0,5.917871826804609,8.885796508591765
1696-MZVAU,Male,27,1,0,8,39,no_offer,0,0.0,0,DSL,48,0,0,0,0,0,1,One Year,1,Credit Card,25.25,0.0,0,0,4259,0,0.0,6.85514532870984
1697-BCSHV,Female,44,1,1,2,58,Offer B,1,44.1,1,DSL,19,0,1,0,0,1,1,Month-to-Month,1,Bank Withdrawal,66.8,0.0,0,0,6433,0,7.8472936775759825,8.78403970327988
1697-LYYYX,Female,21,1,1,8,61,no_offer,1,42.11,0,no_internet,0,0,0,0,0,0,0,One Year,0,Credit Card,19.1,0.0,0,0,4376,0,7.851548331055375,8.219732799983065
1697-NVVGY,Male,71,1,0,1,19,no_offer,1,30.44,0,DSL,26,1,0,1,0,1,1,Month-to-Month,0,Bank Withdrawal,66.4,0.0,0,0,4533,0,6.361924046017331,7.531236147058924
1698-XFZCI,Male,30,0,0,0,61,Offer B,1,42.4,1,Fiber Optic,71,1,1,1,0,1,1,One Year,1,Bank Withdrawal,107.75,0.0,0,0,5364,1,7.858408789483802,9.117051148662906
1699-HPSBG,Male,44,0,0,0,12,Offer D,1,9.6,0,Cable,23,0,0,0,1,1,1,One Year,1,Bank Withdrawal,59.8,0.0,0,1,4581,0,4.755312844417811,6.738152494595957
1699-TLDLZ,Female,44,1,2,10,16,Offer D,1,7.14,0,no_internet,0,0,0,0,0,0,0,Two Year,0,Credit Card,19.7,0.0,0,0,5293,0,4.7470169102163275,6.03258249782888
1699-UOTXU,Male,24,0,0,0,60,Offer B,1,30.92,0,DSL,26,1,1,1,0,0,1,Two Year,0,Bank Withdrawal,61.4,0.0,0,0,6209,0,7.526286666161292,8.611493770836473
1702-CCFNJ,Male,39,1,0,3,52,no_offer,1,44.65,1,Cable,3,0,1,0,1,0,1,Month-to-Month,0,Bank Withdrawal,61.35,0.0,0,0,4729,0,7.750528633497895,8.611111493917702
1703-MGIAB,Female,53,0,0,0,17,no_offer,1,5.49,1,DSL,14,0,0,1,1,1,1,Month-to-Month,1,Credit Card,69.0,33.67,0,0,4439,0,4.546799272661762,7.063613072290239
1704-NRWYE,Female,79,0,0,0,9,no_offer,1,43.34,0,Fiber Optic,2,0,0,0,0,1,1,Month-to-Month,1,Bank Withdrawal,80.85,0.0,0,1,5242,0,5.968861000898129,7.041157913317667
1705-GUHPV,Female,64,0,0,0,63,Offer B,1,26.74,1,no_internet,0,0,0,0,0,0,0,Two Year,0,Credit Card,24.2,0.0,0,0,4948,0,7.429888727630789,8.102834653737926
